x0003,y0003
406475000,-111.7850647,
406500000,-111.5864716,
406525000,-111.8486633,
406550000,-111.8681946,
406575000,-111.860321,
406600000,-111.8081818,
406625000,-111.9146347,
406650000,-111.7596741,
406675000,-111.8906097,
406700000,-111.9116058,
406725000,-111.9206619,
406750000,-111.9547882,
406775000,-111.9599457,
406800000,-111.8109741,
406825000,-111.8493042,
406850000,-111.9149704,
406875000,-111.8351822,
406900000,-111.8219147,
406925000,-111.7833023,
406950000,-111.7830048,
406975000,-111.8700027,
407000000,-110.5381927,
407025000,-111.7950058,
407050000,-111.8759995,
407075000,-111.997879,
407100000,-111.9616318,
407125000,-111.885231,
407150000,-111.9478912,
407175000,-111.8553314,
407200000,-111.8058319,
407225000,-111.8511353,
407250000,-111.7578278,
407275000,-111.8371506,
407300000,-111.764389,
407325000,-111.711731,
407350000,-111.7600861,
407375000,-111.7426376,
407400000,-111.7625122,
407425000,-111.7095108,
407450000,-111.6829834,
407475000,-111.5475388,
407500000,-111.5793533,
407525000,-111.6113892,
407550000,-111.7117767,
407575000,-111.7214127,
407600000,-111.7388458,
407625000,-111.7236633,
407650000,-111.8214493,
407675000,-111.8130493,
407700000,-111.9187012,
407725000,-111.7734985,
407750000,-111.9461975,
407775000,-111.9336777,
407800000,-111.8976974,
407825000,-111.9083862,
407850000,-111.7525558,
407875000,-111.8166199,
407900000,-111.8637238,
407925000,-111.9163132,
407950000,-111.910202,
407975000,-111.2108231,
408000000,-107.3759842,
408025000,-111.6116943,
408050000,-111.7856293,
408075000,-111.6577454,
408100000,-111.917572,
408125000,-111.7396698,
408150000,-111.8882294,
408175000,-111.8214874,
408200000,-111.9101334,
408225000,-111.9171753,
408250000,-111.8717957,
408275000,-111.7878265,
408300000,-111.7983856,
408325000,-111.8035583,
408350000,-111.8976746,
408375000,-111.8072128,
408400000,-111.8624878,
408425000,-111.8158569,
408450000,-111.7951584,
408475000,-111.8357391,
408500000,-111.6781235,
408525000,-111.7006531,
408550000,-111.858078,
408575000,-111.7363358,
408600000,-111.8693542,
408625000,-111.7280579,
408650000,-111.889679,
408675000,-111.8420334,
408700000,-111.8649597,
408725000,-111.7893524,
408750000,-111.8319244,
408775000,-111.7977142,
408800000,-111.6948242,
408825000,-111.790535,
408850000,-111.8260803,
408875000,-111.7558441,
408900000,-111.7583542,
408925000,-111.7822571,
408950000,-111.738678,
408975000,-111.7597275,
409000000,-111.573349,
409025000,-111.3864899,
409050000,-111.6040039,
409075000,-111.7377472,
409100000,-111.6374283,
409125000,-111.5810013,
409150000,-111.640892,
409175000,-111.6526718,
409200000,-111.6348877,
409225000,-111.8242188,
409250000,-111.5927887,
409275000,-111.8598557,
409300000,-111.6517639,
409325000,-111.7760391,
409350000,-111.7696381,
409375000,-111.7805405,
409400000,-111.6524887,
409425000,-111.7143173,
409450000,-111.7641754,
409475000,-111.7516479,
409500000,-111.5870514,
409525000,-111.7444229,
409550000,-111.8356018,
409575000,-111.734581,
409600000,-111.7613373,
409625000,-111.7230835,
409650000,-111.8283691,
409675000,-111.7619705,
409700000,-111.7967529,
409725000,-111.8195343,
409750000,-111.8602142,
409775000,-111.9017792,
409800000,-111.816925,
409825000,-111.7521362,
409850000,-111.8724365,
409875000,-111.8967056,
409900000,-111.7781906,
409925000,-111.8136292,
409950000,-111.8917694,
409975000,-111.7224045,
410000000,-108.7886658,
410025000,-111.8504715,
410050000,-111.834343,
410075000,-111.9034882,
410100000,-111.7908173,
410125000,-111.7603302,
410150000,-111.768959,
410175000,-111.5833206,
410200000,-111.6195374,
410225000,-111.8799286,
410250000,-111.8960495,
410275000,-111.7864685,
410300000,-111.8944931,
410325000,-111.6707687,
410350000,-111.6704559,
410375000,-111.7641449,
410400000,-111.774231,
410425000,-111.7136002,
410450000,-111.6901703,
410475000,-111.7038727,
410500000,-111.6798325,
410525000,-111.6559219,
410550000,-111.744873,
410575000,-111.8051987,
410600000,-111.7736206,
410625000,-111.8523026,
410650000,-111.8359375,
410675000,-111.7711487,
410700000,-111.8402481,
410725000,-111.7301102,
410750000,-111.739563,
410775000,-111.8212891,
410800000,-111.5654678,
410825000,-111.3425598,
410850000,-111.6735153,
410875000,-111.6869736,
410900000,-111.7146912,
410925000,-111.7013702,
410950000,-111.71875,
410975000,-111.774231,
411000000,-109.8523712,
411025000,-111.6847916,
411050000,-111.8063278,
411075000,-111.6768036,
411100000,-111.6854401,
411125000,-111.9425201,
411150000,-111.7840271,
411175000,-111.7245789,
411200000,-111.685257,
411225000,-111.7248611,
411250000,-111.8061981,
411275000,-111.6400299,
411300000,-111.7132263,
411325000,-111.7801819,
411350000,-111.8031998,
411375000,-111.8099365,
411400000,-111.6495438,
411425000,-111.7290421,
411450000,-111.7137451,
411475000,-111.6938782,
411500000,-111.5872192,
411525000,-111.65242,
411550000,-111.5515518,
411575000,-111.8226776,
411600000,-111.7256241,
411625000,-111.6554108,
411650000,-111.5933533,
411675000,-111.5203018,
411700000,-111.6610718,
411725000,-111.6747894,
411750000,-111.4809113,
411775000,-111.605217,
411800000,-111.5056763,
411825000,-111.5660934,
411850000,-111.5496902,
411875000,-111.6479874,
411900000,-111.6473465,
411925000,-111.7289581,
411950000,-111.6113281,
411975000,-111.5767288,
412000000,-111.5887375,
412025000,-111.6630402,
412050000,-111.6419525,
412075000,-111.5985718,
412100000,-111.6366577,
412125000,-111.7141876,
412150000,-111.6400757,
412175000,-111.6027527,
412200000,-111.5593262,
412225000,-111.6209869,
412250000,-111.6201019,
412275000,-111.8011627,
412300000,-111.8596039,
412325000,-111.7843552,
412350000,-111.7934799,
412375000,-111.813446,
412400000,-111.7990494,
412425000,-111.6090469,
412450000,-111.6876907,
412475000,-111.6535568,
412500000,-111.8164978,
412525000,-111.8627548,
412550000,-111.8604584,
412575000,-111.8257599,
412600000,-111.8413086,
412625000,-111.8164139,
412650000,-111.7462158,
412675000,-111.8384399,
412700000,-111.819313,
412725000,-111.8796539,
412750000,-111.8913879,
412775000,-111.7297363,
412800000,-111.7107086,
412825000,-111.8136139,
412850000,-111.5908508,
412875000,-111.7019501,
412900000,-111.7749939,
412925000,-111.7949524,
412950000,-111.8257523,
412975000,-111.6941376,
413000000,-111.6736298,
413025000,-111.810379,
413050000,-111.802742,
413075000,-111.8728485,
413100000,-111.6554565,
413125000,-111.6576462,
413150000,-111.6098404,
413175000,-111.7461243,
413200000,-111.7610779,
413225000,-111.6124878,
413250000,-111.7641525,
413275000,-111.8125458,
413300000,-111.7741241,
413325000,-111.8603134,
413350000,-111.6997528,
413375000,-111.8628082,
413400000,-111.8616486,
413425000,-111.6454239,
413450000,-111.6515045,
413475000,-111.6313858,
413500000,-111.6600418,
413525000,-111.6888809,
413550000,-111.8299866,
413575000,-111.8329315,
413600000,-111.9205093,
413625000,-111.937561,
413650000,-111.8576355,
413675000,-111.9888763,
413700000,-111.9002914,
413725000,-111.9604492,
413750000,-111.7934799,
413775000,-111.7165756,
413800000,-111.7690582,
413825000,-111.7903748,
413850000,-111.8353348,
413875000,-111.7254562,
413900000,-111.7438202,
413925000,-111.7788773,
413950000,-111.7924042,
413975000,-111.7434235,
414000000,-111.3028259,
414025000,-111.8601608,
414050000,-111.8580933,
414075000,-111.8321304,
414100000,-111.6889114,
414125000,-111.7562866,
414150000,-111.8593292,
414175000,-111.8981323,
414200000,-111.8448639,
414225000,-111.7831802,
414250000,-111.8847198,
414275000,-111.9684753,
414300000,-111.8579102,
414325000,-111.8500214,
414350000,-111.7449188,
414375000,-111.8493652,
414400000,-111.7913055,
414425000,-111.7161179,
414450000,-111.8479843,
414475000,-111.7599945,
414500000,-111.7594604,
414525000,-111.7023544,
414550000,-111.8037262,
414575000,-111.6750259,
414600000,-111.8569641,
414625000,-111.7178726,
414650000,-111.751297,
414675000,-111.812561,
414700000,-111.8943329,
414725000,-111.7151566,
414750000,-111.8527832,
414775000,-111.6267242,
414800000,-111.6384506,
414825000,-111.715744,
414850000,-111.6672516,
414875000,-111.7331619,
414900000,-111.5779114,
414925000,-111.6093597,
414950000,-111.7605133,
414975000,-111.6331863,
415000000,-111.59478,
415025000,-111.6244888,
415050000,-111.7121506,
415075000,-111.6105499,
415100000,-111.6196136,
415125000,-111.767746,
415150000,-111.6973267,
415175000,-111.7199097,
415200000,-111.8517685,
415225000,-111.6471939,
415250000,-111.7478333,
415275000,-111.7172165,
415300000,-111.8037567,
415325000,-111.9024353,
415350000,-111.7956161,
415375000,-111.572937,
415400000,-111.853775,
415425000,-111.9328156,
415450000,-111.8365784,
415475000,-111.8778229,
415500000,-111.7735443,
415525000,-111.7081757,
415550000,-111.6935043,
415575000,-111.7008514,
415600000,-111.6836166,
415625000,-111.6927261,
415650000,-111.7750244,
415675000,-111.81884,
415700000,-111.8185425,
415725000,-111.7770767,
415750000,-111.6978531,
415775000,-111.7982025,
415800000,-111.8344727,
415825000,-111.6616821,
415850000,-111.8917389,
415875000,-111.8369675,
415900000,-111.8452454,
415925000,-111.8011398,
415950000,-111.7817612,
415975000,-111.8058319,
416000000,-111.4855347,
416025000,-111.7719193,
416050000,-111.765831,
416075000,-111.8265686,
416100000,-111.8583298,
416125000,-111.7047195,
416150000,-111.8576889,
416175000,-111.8424606,
416200000,-111.6884155,
416225000,-111.8269806,
416250000,-111.7491608,
416275000,-111.714325,
416300000,-111.716301,
416325000,-111.7116623,
416350000,-111.7994537,
416375000,-111.8546143,
416400000,-111.6295624,
416425000,-111.6848679,
416450000,-111.6673737,
416475000,-111.6280746,
416500000,-111.5755005,
416525000,-111.5235443,
416550000,-111.6947021,
416575000,-111.711586,
416600000,-111.6682434,
416625000,-111.6517715,
416650000,-111.7823639,
416675000,-111.7557602,
416700000,-111.7324524,
416725000,-111.7207718,
416750000,-111.8527298,
416775000,-111.8150177,
416800000,-111.7106171,
416825000,-111.7978287,
416850000,-111.7507629,
416875000,-111.7526169,
416900000,-111.7145691,
416925000,-111.7222672,
416950000,-111.5720367,
416975000,-111.6147919,
417000000,-110.1101608,
417025000,-111.6141052,
417050000,-111.7950592,
417075000,-111.9039459,
417100000,-111.7343216,
417125000,-111.8441849,
417150000,-111.9148254,
417175000,-111.9462967,
417200000,-111.8268661,
417225000,-111.7816162,
417250000,-111.8382187,
417275000,-111.9081802,
417300000,-111.8031616,
417325000,-112.0352554,
417350000,-111.865921,
417375000,-111.7666779,
417400000,-111.7891541,
417425000,-111.8044968,
417450000,-111.8033218,
417475000,-111.7837982,
417500000,-111.8124542,
417525000,-111.8690567,
417550000,-111.8436127,
417575000,-111.7905807,
417600000,-111.750885,
417625000,-111.7573929,
417650000,-111.7826843,
417675000,-111.7453766,
417700000,-111.7335052,
417725000,-111.8466873,
417750000,-111.8031158,
417775000,-111.7543716,
417800000,-111.6240387,
417825000,-111.7059708,
417850000,-111.6038513,
417875000,-111.6740799,
417900000,-111.6140747,
417925000,-111.6498947,
417950000,-111.6872253,
417975000,-111.6087341,
418000000,-111.6915817,
418025000,-111.744545,
418050000,-111.670311,
418075000,-111.8365479,
418100000,-111.8676758,
418125000,-111.9962921,
418150000,-111.8435745,
418175000,-111.7765045,
418200000,-111.7939377,
418225000,-111.9029236,
418250000,-111.9245148,
418275000,-111.854187,
418300000,-111.9964752,
418325000,-111.9043884,
418350000,-111.8313141,
418375000,-111.8197479,
418400000,-111.852066,
418425000,-111.8742371,
418450000,-111.9016113,
418475000,-111.8003693,
418500000,-111.9191742,
418525000,-111.9191742,
418550000,-111.7984848,
418575000,-111.880722,
418600000,-111.7837677,
418625000,-111.8414307,
418650000,-111.8557816,
418675000,-111.8850098,
418700000,-111.9687958,
418725000,-111.9789886,
418750000,-111.9133835,
418775000,-111.870079,
418800000,-111.8640213,
418825000,-111.9074554,
418850000,-111.8123627,
418875000,-111.9098663,
418900000,-112.0114899,
418925000,-111.9017639,
418950000,-111.7238693,
418975000,-111.1217117,
419000000,-109.9749298,
419025000,-111.7590027,
419050000,-111.7894135,
419075000,-111.9891968,
419100000,-111.7704849,
419125000,-111.9054337,
419150000,-111.8741226,
419175000,-111.8816986,
419200000,-111.9133606,
419225000,-111.9502258,
419250000,-111.9643402,
419275000,-111.8396454,
419300000,-111.9648743,
419325000,-111.9443359,
419350000,-111.9987564,
419375000,-111.8836899,
419400000,-111.8025589,
419425000,-111.9302444,
419450000,-111.853981,
419475000,-111.6726227,
419500000,-111.668869,
419525000,-111.665123,
419550000,-111.8897095,
419575000,-111.9220352,
419600000,-111.8597107,
419625000,-111.9719315,
419650000,-111.8202133,
419675000,-112.053772,
419700000,-111.9090118,
419725000,-111.8675919,
419750000,-112.0626831,
419775000,-111.9399872,
419800000,-111.8646927,
419825000,-111.8792725,
419850000,-111.929184,
419875000,-111.7742462,
419900000,-111.8055649,
419925000,-111.9292908,
419950000,-111.684845,
419975000,-111.1926575,
420000000,-105.6132812,
420025000,-108.2033234,
420050000,-111.2569885,
420075000,-111.6852646,
420100000,-111.7485809,
420125000,-111.7808228,
420150000,-111.8563843,
420175000,-111.9481964,
420200000,-111.9698639,
420225000,-111.9077377,
420250000,-111.8707123,
420275000,-111.9172287,
420300000,-111.832428,
420325000,-111.8463593,
420350000,-111.7130203,
420375000,-111.6013947,
420400000,-111.7866516,
420425000,-111.8487625,
420450000,-112.0541687,
420475000,-111.9142914,
420500000,-111.8003769,
420525000,-111.8770523,
420550000,-111.987236,
420575000,-111.9075165,
420600000,-112.0256805,
420625000,-111.86203,
420650000,-111.8148422,
420675000,-111.8307953,
420700000,-111.853447,
420725000,-111.7366028,
420750000,-111.917038,
420775000,-111.8491364,
420800000,-111.8846741,
420825000,-111.8751678,
420850000,-111.8261566,
420875000,-111.8672638,
420900000,-111.8448563,
420925000,-111.7922668,
420950000,-111.6299896,
420975000,-111.6745834,
421000000,-112.6425858,
421025000,-112.5609207,
421050000,-112.6811142,
421075000,-112.4327469,
421100000,-112.5569763,
421125000,-112.6458282,
421150000,-112.5722427,
421175000,-112.6707306,
421200000,-112.4157333,
421225000,-112.5338058,
421250000,-112.5139771,
421275000,-112.5807571,
421300000,-112.5871887,
421325000,-112.5275803,
421350000,-112.7009125,
421375000,-112.6703796,
421400000,-112.4965744,
421425000,-112.5293579,
421450000,-112.5923767,
421475000,-112.4270782,
421500000,-112.5028229,
421525000,-112.6355362,
421550000,-112.5456238,
421575000,-112.3974915,
421600000,-112.4128036,
421625000,-109.8943939,
421650000,-111.195694,
421675000,-112.5967712,
421700000,-112.5400696,
421725000,-112.5196686,
421750000,-112.5289841,
421775000,-112.5678558,
421800000,-112.5411301,
421825000,-112.5954056,
421850000,-112.5156708,
421875000,-112.623291,
421900000,-112.4809418,
421925000,-112.563446,
421950000,-112.6179657,
421975000,-112.5930939,
422000000,-112.4653931,
422025000,-112.6844177,
422050000,-112.5860443,
422075000,-112.654541,
422100000,-112.6507111,
422125000,-112.3663406,
422150000,-112.4633789,
422175000,-112.2440643,
422200000,-112.4296951,
422225000,-112.2720718,
422250000,-112.2273407,
422275000,-110.8668213,
422300000,-111.7443924,
422325000,-111.482254,
422350000,-110.0983047,
422375000,-111.7083893,
422400000,-110.1437225,
422425000,-111.0729141,
422450000,-110.1353836,
422475000,-111.7123795,
422500000,-110.8718948,
422525000,-110.1679993,
422550000,-101.0169373,
422575000,-103.5136261,
422600000,-107.9242554,
422625000,-108.5007019,
422650000,-100.1555252,
422675000,-104.0603027,
422700000,-110.1670227,
422725000,-110.4182892,
422750000,-112.1689301,
422775000,-111.8134003,
422800000,-112.133316,
422825000,-112.049942,
422850000,-112.2534256,
422875000,-112.4870148,
422900000,-112.4855881,
422925000,-112.460434,
422950000,-112.6270981,
422975000,-112.6520157,
423000000,-110.7728729,
423025000,-112.4622421,
423050000,-112.6074295,
423075000,-112.5873871,
423100000,-112.6712723,
423125000,-112.5129395,
423150000,-112.6171722,
423175000,-112.681694,
423200000,-112.542099,
423225000,-112.4819031,
423250000,-112.6587982,
423275000,-112.6006699,
423300000,-112.5053406,
423325000,-112.5601807,
423350000,-112.5761108,
423375000,-112.4415436,
423400000,-112.5313873,
423425000,-112.4501953,
423450000,-112.6970291,
423475000,-112.6137619,
423500000,-112.5172119,
423525000,-112.5625458,
423550000,-112.7596741,
423575000,-112.6210022,
423600000,-112.5496674,
423625000,-112.6647491,
423650000,-112.6368103,
423675000,-112.5648193,
423700000,-112.4410553,
423725000,-112.5887909,
423750000,-112.681015,
423775000,-112.5461197,
423800000,-112.3947525,
423825000,-112.6063843,
423850000,-112.3715973,
423875000,-112.5674362,
423900000,-112.5435333,
423925000,-112.547699,
423950000,-112.6455002,
423975000,-112.5419006,
424000000,-111.9386139,
424025000,-111.7833633,
424050000,-111.8122864,
424075000,-111.7961121,
424100000,-111.8553009,
424125000,-111.914711,
424150000,-112.0796661,
424175000,-111.9247284,
424200000,-112.0720673,
424225000,-111.8730469,
424250000,-111.9945526,
424275000,-111.861145,
424300000,-112.0214005,
424325000,-111.8944168,
424350000,-112.0057755,
424375000,-111.8680954,
424400000,-111.9165802,
424425000,-111.8193436,
424450000,-111.7589111,
424475000,-111.8607407,
424500000,-111.9226456,
424525000,-111.8900452,
424550000,-111.8233337,
424575000,-111.8143768,
424600000,-111.9835587,
424625000,-111.8311768,
424650000,-111.8561172,
424675000,-111.7865372,
424700000,-111.907547,
424725000,-111.9588165,
424750000,-111.9214706,
424775000,-112.0064163,
424800000,-111.8022461,
424825000,-111.9742432,
424850000,-111.9680023,
424875000,-112.1368332,
424900000,-111.907547,
424925000,-111.922348,
424950000,-111.8736954,
424975000,-111.8027954,
425000000,-111.8372726,
425025000,-111.6960983,
425050000,-111.9454956,
425075000,-111.76474,
425100000,-111.7920837,
425125000,-111.730957,
425150000,-111.6102676,
425175000,-111.6498184,
425200000,-111.7512665,
425225000,-111.8153076,
425250000,-111.8117142,
425275000,-111.6781998,
425300000,-111.8743591,
425325000,-111.7390442,
425350000,-111.6366882,
425375000,-111.716835,
425400000,-111.6628952,
425425000,-111.7056122,
425450000,-111.6425629,
425475000,-111.6187439,
425500000,-111.5557785,
425525000,-111.4937134,
425550000,-110.2126389,
425575000,-110.7743912,
425600000,-111.4755402,
425625000,-111.3962936,
425650000,-109.8166809,
425675000,-110.9688263,
425700000,-111.8192444,
425725000,-111.6114426,
425750000,-111.7157288,
425775000,-111.8774719,
425800000,-111.8915634,
425825000,-111.8396149,
425850000,-111.8731537,
425875000,-111.8476562,
425900000,-111.9947891,
425925000,-111.8194733,
425950000,-112.0131378,
425975000,-111.9329147,
426000000,-111.5432816,
426025000,-111.7953796,
426050000,-112.0040207,
426075000,-111.777565,
426100000,-111.9669266,
426125000,-112.10672,
426150000,-111.9195251,
426175000,-111.9821014,
426200000,-111.9147568,
426225000,-112.0329742,
426250000,-112.0030365,
426275000,-111.9247513,
426300000,-111.8535767,
426325000,-111.8342896,
426350000,-111.886673,
426375000,-111.9335785,
426400000,-112.0658875,
426425000,-111.9525528,
426450000,-111.7454147,
426475000,-111.8866043,
426500000,-111.8527298,
426525000,-111.9500046,
426550000,-111.8882294,
426575000,-111.8826904,
426600000,-111.7780151,
426625000,-111.9495697,
426650000,-111.9525986,
426675000,-111.8878784,
426700000,-112.1363068,
426725000,-111.9399948,
426750000,-111.8615875,
426775000,-111.8248291,
426800000,-112.0987854,
426825000,-111.8624878,
426850000,-111.8688507,
426875000,-111.9959717,
426900000,-111.7639236,
426925000,-111.8464584,
426950000,-111.7875214,
426975000,-111.8803711,
427000000,-108.2936249,
427025000,-111.851532,
427050000,-111.9443054,
427075000,-111.8917999,
427100000,-111.8387146,
427125000,-111.8876343,
427150000,-111.9304581,
427175000,-111.9335861,
427200000,-111.9139252,
427225000,-112.0641937,
427250000,-111.9922028,
427275000,-111.8925476,
427300000,-111.9129257,
427325000,-111.7788544,
427350000,-111.9287949,
427375000,-111.9317245,
427400000,-111.9095306,
427425000,-111.9571075,
427450000,-111.9331741,
427475000,-111.9335175,
427500000,-111.7874298,
427525000,-111.8691635,
427550000,-111.8320084,
427575000,-111.955986,
427600000,-111.96064,
427625000,-112.0388336,
427650000,-112.0502625,
427675000,-111.9955521,
427700000,-112.0684967,
427725000,-112.0634918,
427750000,-111.9047623,
427775000,-111.8334961,
427800000,-112.1310501,
427825000,-111.9395447,
427850000,-112.047966,
427875000,-111.9379578,
427900000,-111.9667511,
427925000,-111.9510651,
427950000,-112.0164185,
427975000,-112.0215149,
428000000,-111.7046814,
428025000,-112.1816635,
428050000,-112.082016,
428075000,-112.0368958,
428100000,-112.0824356,
428125000,-111.9538956,
428150000,-112.0011292,
428175000,-112.0199203,
428200000,-112.0375366,
428225000,-111.9580154,
428250000,-112.1029282,
428275000,-112.1036224,
428300000,-111.9660645,
428325000,-111.9200439,
428350000,-111.9539642,
428375000,-111.8693619,
428400000,-111.9417953,
428425000,-112.0372849,
428450000,-111.8505249,
428475000,-111.8092041,
428500000,-111.7768021,
428525000,-111.7446289,
428550000,-111.9989853,
428575000,-112.0684967,
428600000,-111.8836594,
428625000,-111.92379,
428650000,-112.0434723,
428675000,-111.8773193,
428700000,-112.0217209,
428725000,-112.0637817,
428750000,-112.2069092,
428775000,-112.0664597,
428800000,-111.9643021,
428825000,-112.0469055,
428850000,-112.1035843,
428875000,-112.0111771,
428900000,-112.0120163,
428925000,-111.9784393,
428950000,-111.951561,
428975000,-112.0420227,
429000000,-110.650116,
429025000,-112.0402222,
429050000,-112.0283966,
429075000,-111.8950729,
429100000,-111.9379272,
429125000,-111.9732056,
429150000,-112.025795,
429175000,-112.0871735,
429200000,-112.2149658,
429225000,-112.0833511,
429250000,-112.0479279,
429275000,-111.9921036,
429300000,-111.9551697,
429325000,-111.9436264,
